days_until_expiry,selling_price,discount_pct,initial_quantity,is_promoted,spoilage_sensitivity,shelf_life_days,daily_demand,demand_variability,distribution_hours,storage_temp,temp_deviation,quality_grade,transaction_date,category,product_id,base_price,cost_price,units_sold
15,4.78,0.0,453,1,0.4,21,32,0.18,41.5,5.5,0.5,B,2024-12-16,Beverages,BEV_COL_284,4.78,3.16,453
0,7.5,0.47,217,0,0.5,2,209,0.13,35.2,20.4,0.4,A,2024-12-27,Bakery,BAK_BRE_441,14.15,9.19,217
6,17.75,0.0,439,0,0.9,8,87,0.32,66.7,1.0,0.0,A,2024-11-27,Meat,MEA_CHI_544,17.75,8.67,307
4,10.79,0.0,135,0,0.7,6,33,0.4,59.9,3.7,0.3,A,2024-11-11,Dairy,DAI_BUT_534,10.79,4.43,135
2,9.41,0.0,352,1,0.5,2,326,0.49,27.7,19.1,0.9,B,2024-11-20,Bakery,BAK_BAG_763,9.41,5.74,352
18,8.94,0.0,121,0,0.7,25,1,0.24,29.5,6.4,2.4,A,2024-12-26,Dairy,DAI_BUT_812,8.94,4.89,19
6,2.72,0.0,32,0,0.7,9,3,0.33,37.2,2.8,1.2,A,2024-12-02,Dairy,DAI_MIL_283,2.72,1.68,18
12,2.51,0.0,485,0,0.4,19,36,0.16,40.0,4.8,0.2,A,2024-11-25,Beverages,BEV_COL_989,2.51,1.61,394
1,36.39,0.0,46,0,0.95,2,28,0.15,69.9,1.8,1.8,B,2024-12-17,Seafood,SEA_TIL_723,36.39,18.81,34
11,3.2,0.0,280,0,0.4,15,25,0.38,22.2,6.2,1.2,B,2024-11-19,Beverages,BEV_FRE_285,3.2,2.21,280
3,29.53,0.0,46,0,0.95,5,18,0.23,15.4,-0.0,0.0,A,2024-12-25,Seafood,SEA_COD_488,29.53,16.56,46
8,9.65,0.0,108,0,0.75,14,8,0.43,46.1,2.7,1.3,A,2024-11-22,Deli,DEL_HUM_503,9.65,5.78,50
4,7.33,0.2,140,1,0.75,10,19,0.18,58.9,3.4,0.6,B,2024-12-18,Deli,DEL_HUM_714,9.16,5.11,134
3,5.64,0.0,302,0,0.9,4,118,0.44,20.0,-0.3,4.3,B,2024-12-30,Ready_to_Eat,REA_SUS_936,5.64,2.94,302
1,16.77,0.0,103,0,0.9,2,79,0.42,11.5,6.9,2.9,A,2024-11-06,Ready_to_Eat,REA_SAL_915,16.77,11.58,59
8,21.97,0.0,30,0,0.9,9,5,0.34,60.8,-0.7,1.7,A,2024-11-11,Meat,MEA_CHI_529,21.97,14.36,30
2,16.82,0.15,176,0,0.9,6,52,0.24,10.5,2.8,1.8,A,2024-11-20,Meat,MEA_SAU_745,19.79,8.74,154
5,7.48,0.0,171,1,0.9,5,50,0.41,22.4,9.1,5.1,B,2024-11-04,Ready_to_Eat,REA_SOU_679,7.48,3.72,171
12,16.48,0.0,228,0,0.75,13,23,0.31,17.1,4.7,0.7,A,2024-11-05,Deli,DEL_DIP_963,16.48,11.16,228
1,14.98,0.28,203,0,0.95,3,91,0.24,6.4,-0.0,0.0,A,2024-11-07,Seafood,SEA_COD_976,20.81,8.78,120
11,8.21,0.0,91,0,0.7,17,6,0.39,44.2,3.6,0.4,A,2024-11-13,Dairy,DAI_COT_675,8.21,5.36,52
2,26.02,0.13,44,0,0.95,6,9,0.23,56.7,0.4,0.4,B,2024-11-29,Seafood,SEA_SAL_972,29.91,18.07,27
15,3.1,0.0,389,0,0.4,22,27,0.29,50.8,5.0,0.0,B,2024-12-14,Beverages,BEV_MIL_548,3.1,2.03,389
23,2.67,0.0,344,0,0.7,27,18,0.41,14.4,3.7,0.3,B,2024-11-06,Dairy,DAI_MIL_818,2.67,1.49,344
14,6.82,0.0,317,0,0.4,17,20,0.36,16.7,8.6,3.6,B,2024-11-09,Beverages,BEV_SMO_305,6.82,3.21,243
3,7.46,0.0,56,0,0.6,5,11,0.37,7.5,11.0,3.0,B,2024-11-28,Produce,PRO_AVO_757,7.46,4.77,28
4,11.4,0.2,409,0,0.75,5,122,0.27,5.2,7.6,3.6,C,2024-12-28,Deli,DEL_DIP_693,14.25,5.74,409
2,14.33,0.0,359,1,0.5,3,283,0.15,45.4,21.2,1.2,A,2024-11-09,Bakery,BAK_BAG_869,14.33,9.38,359
2,13.98,0.0,487,0,0.5,4,274,0.12,54.2,20.7,0.7,B,2024-12-13,Bakery,BAK_CAK_377,13.98,6.62,484
8,3.57,0.0,321,0,0.4,9,33,0.41,68.3,8.1,3.1,B,2024-11-15,Beverages,BEV_FRE_220,3.57,2.19,224
18,4.42,0.0,379,1,0.6,19,24,0.4,28.5,9.4,1.4,A,2024-12-03,Produce,PRO_GRA_181,4.42,2.19,379
12,4.74,0.0,375,0,0.6,15,36,0.46,27.5,9.2,1.2,A,2024-11-25,Produce,PRO_APP_398,4.74,1.95,375
0,6.55,0.55,399,0,0.9,1,530,0.25,39.0,3.5,0.5,A,2024-11-04,Ready_to_Eat,REA_SOU_769,14.55,6.49,399
14,8.84,0.0,141,0,0.7,17,17,0.42,16.4,3.6,0.4,A,2024-11-03,Dairy,DAI_SOU_684,8.84,5.07,141
0,3.8,0.46,84,0,0.9,2,59,0.12,70.9,3.3,0.7,B,2024-11-07,Ready_to_Eat,REA_SAL_586,7.04,3.92,84
2,11.75,0.0,16,0,0.95,3,3,0.12,9.1,-0.8,0.8,B,2024-11-11,Seafood,SEA_SHR_590,11.75,6.04,4
0,7.44,0.54,113,0,0.9,3,48,0.26,42.5,2.6,1.4,B,2024-12-21,Ready_to_Eat,REA_WRA_197,16.17,7.53,113
14,6.85,0.0,125,0,0.4,16,8,0.37,36.4,5.3,0.3,B,2024-12-30,Beverages,BEV_SMO_701,6.85,2.82,85
1,12.2,0.0,452,0,0.9,2,438,0.26,33.5,3.5,0.5,A,2024-11-24,Ready_to_Eat,REA_SAL_374,12.2,5.07,398
3,17.41,0.0,13,1,0.95,6,1,0.32,10.2,0.2,0.2,A,2024-12-25,Seafood,SEA_COD_771,17.41,10.7,3
6,4.91,0.21,143,0,0.6,10,11,0.14,49.5,7.4,0.6,C,2024-12-25,Produce,PRO_AVO_716,6.22,3.33,113
10,5.94,0.0,235,0,0.4,18,17,0.32,67.9,3.7,1.3,B,2024-11-15,Beverages,BEV_FRE_366,5.94,3.09,208
19,3.16,0.18,322,0,0.4,25,19,0.38,18.3,2.6,2.4,C,2024-12-09,Beverages,BEV_FRE_887,3.85,2.2,322
4,16.89,0.0,227,0,0.9,7,37,0.1,37.3,3.3,2.3,B,2024-12-12,Meat,MEA_CHI_544,16.89,10.82,140
0,3.26,0.52,10,0,0.75,3,3,0.13,33.9,2.7,1.3,B,2024-11-25,Deli,DEL_TUR_175,6.8,4.69,7
3,5.75,0.0,150,1,0.5,7,52,0.36,53.9,19.7,0.3,A,2024-12-03,Bakery,BAK_BAG_918,5.75,3.17,105
4,4.39,0.15,171,0,0.5,4,62,0.17,54.3,20.8,0.8,C,2024-12-24,Bakery,BAK_DON_730,5.17,3.47,171
11,3.15,0.21,347,1,0.6,21,22,0.13,41.1,7.9,0.1,C,2024-12-24,Produce,PRO_AVO_768,3.99,2.46,347
11,8.07,0.0,172,0,0.7,21,7,0.41,64.5,4.3,0.3,A,2024-11-23,Dairy,DAI_CHE_369,8.07,5.06,84
4,5.33,0.0,33,0,0.7,6,9,0.37,63.6,5.0,1.0,B,2024-12-08,Dairy,DAI_SOU_197,5.33,2.95,33
16,9.11,0.0,450,0,0.7,25,31,0.21,18.4,4.1,0.1,B,2024-11-15,Dairy,DAI_YOG_347,9.11,5.09,315
4,2.71,0.17,480,1,0.5,7,130,0.36,26.5,19.5,0.5,C,2024-12-25,Bakery,BAK_MUF_515,3.27,1.34,480
5,26.34,0.0,146,0,0.95,7,38,0.14,63.1,0.9,0.9,A,2024-11-23,Seafood,SEA_TUN_184,26.34,12.76,146
2,3.45,0.17,400,1,0.7,5,122,0.23,11.9,6.0,2.0,B,2024-12-09,Dairy,DAI_SOU_223,4.16,1.71,400
6,23.25,0.0,441,0,0.9,6,99,0.37,21.2,3.0,2.0,A,2024-11-13,Meat,MEA_GRO_555,23.25,10.69,441
3,9.03,0.0,293,0,0.75,7,83,0.49,65.7,6.7,2.7,B,2024-12-08,Deli,DEL_DIP_286,9.03,5.28,184
1,11.27,0.44,431,0,0.95,6,149,0.27,67.6,3.9,3.9,C,2024-12-21,Seafood,SEA_LOB_517,20.13,9.0,221
2,6.76,0.0,437,0,0.5,4,283,0.46,70.5,18.5,1.5,B,2024-12-07,Bakery,BAK_CAK_257,6.76,3.43,437
8,6.13,0.0,22,0,0.6,10,4,0.4,28.4,7.2,0.8,B,2024-11-17,Produce,PRO_BAN_486,6.13,3.28,22
0,5.46,0.56,271,0,0.9,1,433,0.47,4.5,1.9,2.1,C,2024-12-18,Ready_to_Eat,REA_SUS_852,12.41,7.1,271
0,5.17,0.6,156,0,0.95,2,106,0.24,14.3,-1.2,1.2,B,2024-11-09,Seafood,SEA_TUN_226,12.92,8.8,156
4,22.9,0.0,274,0,0.9,9,38,0.35,8.4,2.5,1.5,A,2024-11-05,Meat,MEA_LAM_368,22.9,14.39,172
2,5.17,0.0,254,0,0.5,2,211,0.25,37.2,23.6,3.6,B,2024-12-27,Bakery,BAK_PAS_982,5.17,3.6,177
3,2.94,0.0,394,1,0.6,6,88,0.11,68.0,4.8,3.2,B,2024-11-06,Produce,PRO_AVO_531,2.94,1.96,317
6,14.13,0.0,227,1,0.75,8,58,0.45,5.8,1.6,2.4,A,2024-11-02,Deli,DEL_HAM_328,14.13,8.62,227
4,30.32,0.0,342,0,0.95,5,112,0.45,34.5,0.2,0.2,B,2024-12-11,Seafood,SEA_CRA_892,30.32,12.27,239
3,16.07,0.0,67,1,0.9,7,8,0.38,39.6,-0.7,1.7,B,2024-11-08,Meat,MEA_CHI_856,16.07,8.03,25
15,6.87,0.0,413,1,0.6,18,22,0.36,16.1,8.2,0.2,A,2024-11-18,Produce,PRO_BER_920,6.87,4.5,289
15,5.91,0.0,363,0,0.4,20,24,0.47,60.4,5.0,0.0,B,2024-12-20,Beverages,BEV_FRE_285,5.91,3.05,260
7,9.7,0.0,53,1,0.9,10,4,0.38,14.6,-3.3,4.3,B,2024-12-11,Meat,MEA_SAU_402,9.7,6.07,28
6,7.69,0.0,59,0,0.75,9,11,0.16,46.3,4.9,0.9,A,2024-11-23,Deli,DEL_SAL_115,7.69,4.66,59
4,34.73,0.0,449,0,0.95,7,96,0.41,60.7,-1.3,1.3,B,2024-12-06,Seafood,SEA_SHR_208,34.73,23.81,449
2,16.14,0.0,281,0,0.75,4,127,0.12,15.6,2.7,1.3,B,2024-12-15,Deli,DEL_DIP_119,16.14,7.44,281
7,8.9,0.0,78,0,0.75,10,13,0.32,19.3,5.2,1.2,A,2024-12-21,Deli,DEL_PRE_812,8.9,4.09,78
14,10.97,0.0,368,0,0.7,22,24,0.17,67.4,4.6,0.6,A,2024-11-09,Dairy,DAI_BUT_290,10.97,5.51,334
5,12.95,0.0,362,0,0.75,7,70,0.3,37.7,0.8,3.2,B,2024-12-25,Deli,DEL_TUR_138,12.95,5.9,301
5,5.91,0.0,486,0,0.75,12,68,0.33,21.2,3.0,1.0,B,2024-12-02,Deli,DEL_TUR_456,5.91,2.74,268
5,7.18,0.0,12,0,0.5,6,3,0.22,27.9,23.9,3.9,B,2024-11-23,Bakery,BAK_BAG_311,7.18,3.42,11
13,4.66,0.0,195,0,0.6,19,18,0.24,71.9,10.1,2.1,B,2024-12-22,Produce,PRO_BER_380,4.66,2.53,175
2,11.63,0.19,135,0,0.9,6,20,0.32,32.2,0.5,0.5,B,2024-11-22,Meat,MEA_TUR_766,14.36,7.14,55
9,2.7,0.0,187,0,0.6,10,21,0.17,21.8,10.4,2.4,B,2024-11-05,Produce,PRO_TOM_584,2.7,1.2,179
2,4.19,0.17,58,0,0.75,6,14,0.32,63.2,4.3,0.3,B,2024-11-05,Deli,DEL_HAM_506,5.05,2.93,32
0,4.2,0.65,219,0,0.9,1,298,0.32,30.8,1.6,2.4,B,2024-11-26,Ready_to_Eat,REA_SAN_775,11.99,6.73,153
21,4.83,0.0,18,1,0.4,28,1,0.46,22.0,4.3,0.7,B,2024-12-01,Beverages,BEV_KOM_321,4.83,3.01,18
15,1.47,0.0,137,0,0.6,18,10,0.27,71.1,6.2,1.8,B,2024-12-17,Produce,PRO_BAN_774,1.47,1.02,137
16,2.82,0.0,44,0,0.4,21,1,0.4,70.8,7.6,2.6,B,2024-11-08,Beverages,BEV_KOM_183,2.82,1.78,15
17,8.16,0.0,99,0,0.7,28,9,0.34,53.7,-0.0,4.0,B,2024-11-26,Dairy,DAI_CHE_532,8.16,5.6,99
3,7.29,0.0,65,0,0.5,6,23,0.19,14.4,20.9,0.9,A,2024-11-10,Bakery,BAK_CRO_712,7.29,3.59,52
2,10.94,0.27,121,0,0.9,6,22,0.14,30.5,-1.9,2.9,C,2024-11-05,Meat,MEA_POR_980,14.98,8.47,48
16,5.1,0.24,251,0,0.7,16,20,0.34,42.5,5.2,1.2,C,2024-11-11,Dairy,DAI_SOU_836,6.71,3.48,175
2,16.43,0.0,142,0,0.9,2,114,0.37,9.4,2.3,1.7,B,2024-11-08,Ready_to_Eat,REA_SUS_190,16.43,10.6,142
4,21.69,0.0,134,1,0.9,7,24,0.39,24.1,-0.9,1.9,B,2024-12-10,Meat,MEA_CHI_336,21.69,13.42,79
8,9.49,0.0,242,0,0.75,12,20,0.29,12.0,2.7,1.3,A,2024-11-07,Deli,DEL_PRE_185,9.49,5.99,129
1,12.99,0.45,314,0,0.9,4,128,0.37,27.0,-0.7,1.7,A,2024-12-12,Meat,MEA_BEE_995,23.61,14.12,275
9,12.24,0.24,352,1,0.9,10,47,0.46,46.4,-1.1,2.1,C,2024-11-11,Meat,MEA_GRO_583,16.11,9.46,352
19,6.6,0.21,150,0,0.7,21,12,0.5,57.4,1.8,2.2,C,2024-11-06,Dairy,DAI_CRE_696,8.36,4.32,150
23,10.37,0.0,404,0,0.7,26,21,0.15,64.4,1.6,2.4,B,2024-11-18,Dairy,DAI_CRE_931,10.37,6.01,404
0,5.8,0.55,224,0,0.95,4,87,0.21,59.4,-0.0,0.0,B,2024-12-26,Seafood,SEA_COD_722,12.9,8.71,162
1,3.46,0.3,414,0,0.6,4,149,0.23,10.2,7.4,0.6,B,2024-12-08,Produce,PRO_LET_843,4.95,2.27,289
12,16.15,0.0,70,0,0.75,13,13,0.13,11.8,6.6,2.6,B,2024-12-14,Deli,DEL_HAM_232,16.15,8.45,70
8,7.18,0.19,71,0,0.9,9,12,0.46,13.1,2.7,1.7,C,2024-11-21,Meat,MEA_POR_765,8.86,4.02,71
3,20.09,0.0,255,0,0.9,7,53,0.17,55.3,-4.2,5.2,B,2024-12-20,Meat,MEA_GRO_709,20.09,12.91,152
2,14.72,0.0,368,0,0.9,4,128,0.33,65.3,4.4,0.4,B,2024-12-23,Ready_to_Eat,REA_SUS_892,14.72,7.86,279
14,8.97,0.0,305,0,0.4,20,12,0.12,16.8,1.4,3.6,A,2024-12-12,Beverages,BEV_SMO_158,8.97,5.58,194
6,7.13,0.0,420,1,0.5,7,111,0.34,37.3,21.3,1.3,A,2024-12-03,Bakery,BAK_MUF_775,7.13,3.8,420
2,9.18,0.22,124,0,0.95,4,60,0.24,22.4,-1.0,1.0,C,2024-11-10,Seafood,SEA_TIL_282,11.77,7.18,124
22,8.92,0.0,123,0,0.4,25,8,0.35,45.2,6.9,1.9,B,2024-12-22,Beverages,BEV_SMO_320,8.92,5.88,123
0,8.39,0.49,175,0,0.9,3,84,0.31,6.4,2.0,1.0,B,2024-11-13,Meat,MEA_LAM_477,16.45,8.86,126
0,3.03,0.46,182,0,0.9,3,89,0.2,15.0,4.1,3.1,A,2024-11-21,Meat,MEA_SAU_395,5.61,2.9,127
1,6.62,0.47,338,0,0.5,4,150,0.27,12.0,20.7,0.7,C,2024-11-13,Bakery,BAK_PAS_530,12.5,5.71,273
5,5.88,0.0,34,0,0.4,8,4,0.17,66.9,3.6,1.4,B,2024-12-06,Beverages,BEV_KOM_236,5.88,2.96,17
9,11.85,0.0,440,0,0.9,10,87,0.15,50.2,-0.9,1.9,B,2024-12-01,Meat,MEA_CHI_338,11.85,6.17,308
5,9.55,0.0,500,0,0.9,8,99,0.38,65.5,-1.0,2.0,A,2024-11-21,Meat,MEA_BEE_119,9.55,3.97,500
12,9.89,0.0,196,1,0.4,18,9,0.41,68.3,5.9,0.9,A,2024-12-06,Beverages,BEV_MIL_212,9.89,4.95,138
5,21.06,0.0,421,0,0.9,7,104,0.31,9.2,4.0,3.0,B,2024-12-22,Meat,MEA_LAM_376,21.06,8.62,421
4,19.19,0.0,259,0,0.95,5,80,0.21,11.1,-0.6,0.6,B,2024-11-08,Seafood,SEA_TUN_715,19.19,7.73,259
6,9.93,0.0,63,0,0.5,7,13,0.44,57.9,17.8,2.2,B,2024-12-29,Bakery,BAK_PAS_782,9.93,6.18,56
